"MARK_ID","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES","YEAR","REC","BANDSITE","LATITITUDE","D1","LONGITUDE","D2","TCOLOR","BLOOD","RTFREQ","TRAN","BRDP","SPECIES","OBS","OBS2","OBS3","VIRUS","RADIO","WHOLEBLOOD","SERUM","LOCATION","TRAP","BTIME","RESIGHT","RESIGHT1","BAND_RAW","C_SWAB","BANDNU_SUFFIX","BANDNU_COMPLETE","PLOT","SALIN","ADJ_SALIN","REPLCMT_TARSAL","REPLCMT_NASAL","DT_ORIG_BAND","RECORD STATUS","BANDER ID","BIRD STATUS","DISPOSITION","IS AUX MARKER CODED?","AUX MARKER TYPE","AUX MARKER BAND COLOR","AUX MARKER CODE COLOR","AUX MARKER COMBINED","BAND INVENTORY::BAND SIZE","LATITUDE","LOCATION COORDINATES","CAPTURE #","TRAP METHOD","BAND #","PREVIOUSLY  ENCOUNTERED 2012","AGE_CLASS","POND 
TEMP","POND AREA 
(M2)","POND PERIMETER (M)","DATA_SOURCE","PREVIOUSLY  ENCOUNTERED 2013","9TH PRIMARY","POND  
TEMP 
(OC)","TRUE_LOCATION","POND_DEPTH","POND_SHAPE","PCT_EMERGENT_COVER","VEG_TYPE","VEG_SPECIES"
"1999-08-07_134757466_BAND","1347","57466",TRUE,"SPEI","1508","351",NA,"ASY","F",1200,NA,NA,1999-08-07,NA,"T65","554","4",NA,"BAND",500198,6746485,"CAUGHT W/BROOD",TRUE,NA,NA,NA,"1999","R","KIG",6051.14,"N",-164.996355907412,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8536373712765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-29_134757470_TLM128","1347","57470",TRUE,"SPEI","1508","389",NA,"ASY","F",1080,0,0,1999-06-29,0,"X74","549","19","5993","TLM128",502806,6745217,"",TRUE,FALSE,FALSE,FALSE,"1999","R","KIG",6050.37,"N",-164.948375326303,"W","Y","Y","5993","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8422432645369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-22_134757477_GJH009","1347","57477",FALSE,"SPEI","1508","351",NA,"AHY","F",1000,24.7,57.2,1999-06-22,0,"S93","906","24",NA,"GJH009",500167,6744251,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.07,"N",-164.996928372083,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.833580272486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-22_134757478_PD001","1347","57478",NA,"SPEI","1508","351",NA,"AHY","F",1200,30,56.9,1999-06-22,240,"S97","920","2",NA,"PD001",500024,6746923,"",TRUE,NA,NA,NA,"1999","0","KIG",6051.34,"N",-164.999558237523,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8575698280396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-08-04_134757479_BAND","1347","57479",TRUE,"SPEI","1508","351",NA,"ASY","F",1205,NA,NA,1999-08-04,NA,"S76","559","6",NA,"BAND",499893,6745960,"CAUGHT W/BROOD",TRUE,NA,NA,NA,"1999","0","KIG",6050.1,"N",-165.00196899236,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8489239003013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-24_134757479_CLR036","1347","57479",FALSE,"SPEI","1508","351",NA,"AHY","F",1180,25.2,56.3,1999-06-24,260,"S76","559","21",NA,"CLR036",502946,6744344,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.1,"N",-164.945812877952,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.834404352128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-26_134757480_GJH077","1347","57480",FALSE,"SPEI","1508","351",NA,"AHY","F",1090,26.9,54.7,1999-06-26,280,"T60","940","26",NA,"GJH077",500093,6744163,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.05,"N",-164.99828949491,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8327902211787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-26_134757481_TLM069","1347","57481",FALSE,"SPEI","1508","351",NA,"AHY","F",1120,28.4,58,1999-06-26,260,"S60","217","6",NA,"TLM069",500083,6746574,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6051.14,"N",-164.99847238769,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.854436463125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-27_134757482_TLM050","1347","57482",FALSE,"SPEI","1508","351",NA,"AHY","F",1140,23.9,58,1999-06-27,278,"T18","271","7",NA,"TLM050",500648,6746182,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6051.1,"N",-164.988074892627,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8509165260127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-27_134757483_TLM055","1347","57483",FALSE,"SPEI","1508","351",NA,"AHY","F",1000,25.8,59.2,1999-06-27,280,"T61","571","11",NA,"TLM055",500792,6745801,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.58,"N",-164.985426426399,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8474956053518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-28_134757484_GJH051","1347","57484",FALSE,"SPEI","1508","351",NA,"ASY","F",940,28.2,52.3,1999-06-28,270,"T02","587","9",NA,"GJH051",499868,6745693,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.54,"N",-165.002428855405,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8465267370572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-29_134757485_GJH092","1347","57485",FALSE,"SPEI","1508","318",NA,"AHY","F",1020,27.1,56.2,1999-06-29,260,NA,NA,"51",NA,"GJH092",502196,6746403,"FOUND DEAD NEAR NEST AFTER TRAP DAY",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6051.17,"N",-164.959584635995,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8528951430362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-29_134757486_TLM120","1347","57486",FALSE,"SPEI","1508","351",NA,"AHY","F",1180,27.2,57.3,1999-06-29,270,"S99","433","15",NA,"TLM120",502097,6746028,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6051.05,"N",-164.9614106992,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8495288890455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-29_134757487_TLM129","1347","57487",FALSE,"SPEI","1508","351",NA,"AHY","F",1020,27,58,1999-06-29,260,"S73","910","19",NA,"TLM129",502906,6745126,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.36,"N",-164.946536895555,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8414255370147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-30_134757488_AQ001","1347","57488",FALSE,"SPEI","1508","351",NA,"AHY","F",1140,0,0,1999-06-30,0,"T64","813","123",NA,"AQ001",501649,6744618,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.19,"N",-164.969666855318,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8368718584292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-06-30_134757489_TLM131","1347","57489",FALSE,"SPEI","1508","351",NA,"AHY","F",1040,0,0,1999-06-30,0,"S98","511","19",NA,"TLM131",502647,6744908,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.29,"N",-164.951304819842,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8394701176981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-07-01_134757490_TLM090","1347","57490",FALSE,"SPEI","1508","351",NA,"AHY","F",1120,29.5,56.9,1999-07-01,265,"S65","550","23",NA,"TLM090",499555,6744541,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.18,"N",-165.008185542166,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8361837156641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-07-01_134757491_GJH056","1347","57491",FALSE,"SPEI","1508","351",NA,"AHY","F",1060,29.1,57.3,1999-07-01,270,"T89","737","12",NA,"GJH056",499893,6745370,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.43,"N",-165.001968666574,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8436268134735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-07-01_134757492_TLM073","1347","57492",FALSE,"SPEI","1508","351",NA,"AHY","F",1080,26.2,57.7,1999-07-01,260,"T04","543","2",NA,"TLM073",499727,6746752,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6051.29,"N",-165.005024807075,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8560344799477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-07-02_134757493_GJH090","1347","57493",FALSE,"SPEI","1508","351",NA,"AHY","F",1060,27.3,56.6,1999-07-02,270,"T71","541","51",NA,"GJH090",502440,6747015,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6051.37,"N",-164.955086330151,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8583883144047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-07-02_134757494_GJH100","1347","57494",FALSE,"SPEI","1508","351",NA,"AHY","F",1080,25.7,58.2,1999-07-02,260,"T95","928","17",NA,"GJH100",502951,6745380,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6050.44,"N",-164.945705141876,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8437056462655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
"1999-07-02_134757495_CLR015","1347","57495",FALSE,"SPEI","1508","351",NA,"AHY","F",1040,27.4,57.2,1999-07-02,270,"T54","460","45",NA,"CLR015",500891,6743192,"",TRUE,FALSE,FALSE,FALSE,"1999","0","KIG",6049.32,"N",-164.983616717049,"W","Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8240714621565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA
